year,sector name,entity name,item,cop,sector code,entity code
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE LOS VALLES DEL SINU Y SAN JORGE (CVS),Funcionamiento,2351270000,32.0,3208.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE LOS VALLES DEL SINU Y SAN JORGE (CVS),Funcionamiento,2351270000,32.0,3208.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE NARINO (CORPONARINO),Funcionamiento,1831900000,32.0,3216.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE NARINO (CORPONARINO),Funcionamiento,1831900000,32.0,3216.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE RISARALDA (CARDER),Funcionamiento,1914693000,32.0,3215.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE RISARALDA (CARDER),Funcionamiento,1914693000,32.0,3215.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE SANTANDER (CAS),Funcionamiento,1494600000,32.0,3234.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE SANTANDER (CAS),Funcionamiento,1494600000,32.0,3234.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE SUCRE (CARSUCRE),Funcionamiento,1730998000,32.0,3230.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE SUCRE (CARSUCRE),Funcionamiento,1730998000,32.0,3230.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE SUCRE (CARSUCRE),Inversión,500000000,32.0,3230.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE SUCRE (CARSUCRE),Inversión,500000000,32.0,3230.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL ALTO MAGDALENA (CAM),Funcionamiento,1637500000,32.0,3231.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL ALTO MAGDALENA (CAM),Funcionamiento,1637500000,32.0,3231.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL ATLANTICO - CRA,Funcionamiento,1530064000,32.0,
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL CANAL DEL DIQUE (CARDIQUE),Funcionamiento,1717587000,32.0,3238.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL CAUCA (CRC),Funcionamiento,4063400000,32.0,3221.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL CAUCA (CRC),Funcionamiento,4063400000,32.0,3221.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA (CORANTIOQUIA),Funcionamiento,1757900000,32.0,3232.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA (CORANTIOQUIA),Funcionamiento,1757900000,32.0,3232.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL CESAR (CORPOCESAR),Funcionamiento,2064166000,32.0,3219.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL CESAR (CORPOCESAR),Funcionamiento,2064166000,32.0,3219.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL GUAVIO (CORPOGUAVIO),Funcionamiento,665525000,32.0,3237.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL MAGDALENA (CORPAMAG),Funcionamiento,2663235000,32.0,3222.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL MAGDALENA (CORPAMAG),Funcionamiento,2663235000,32.0,3222.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL QUINDIO (CRQ),Funcionamiento,3930300000,32.0,3209.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL QUINDIO (CRQ),Funcionamiento,3930300000,32.0,3209.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL SUR DE BOLIVAR (CSB),Funcionamiento,1875299000,32.0,3239.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL SUR DE BOLIVAR (CSB),Funcionamiento,1875299000,32.0,3239.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL TOLIMA (CORTOLIMA),Funcionamiento,1506500000,32.0,3214.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL TOLIMA (CORTOLIMA),Funcionamiento,1506500000,32.0,3214.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCO - CODECHOCO,Funcionamiento,1467200000,32.0,3212.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCO - CODECHOCO,Inversión,657000000,32.0,3212.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,"CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA - CORALINA",Funcionamiento,1679900000,32.0,3226.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,"CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA - CORALINA",Inversión,1200000000,32.0,3226.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL AREA DE MANEJO ESPECIAL LA MACARENA - CORMACARENA,Funcionamiento,1846440000,32.0,3227.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL AREA DE MANEJO ESPECIAL LA MACARENA - CORMACARENA,Inversión,500000000,32.0,3227.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA,Funcionamiento,1732200000,32.0,3223.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA,Inversión,250000000,32.0,3223.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL URABA - CORPOURABA,Funcionamiento,2618525000,32.0,3210.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL URABA - CORPOURABA,Inversión,1000000000,32.0,3210.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,FONAM - GESTION GENERAL,Funcionamiento,19735290000,32.0,
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,FONAM - GESTION GENERAL,Inversión,37260000000,32.0,
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,"INSTITUTO DE HIDROLOGIA, METEOROLOGIA Y ESTUDIOS AMBIENTALES- IDEAM",Funcionamiento,38264100000,32.0,3202.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,"INSTITUTO DE HIDROLOGIA, METEOROLOGIA Y ESTUDIOS AMBIENTALES- IDEAM",Funcionamiento,38264100000,32.0,3202.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,"INSTITUTO DE HIDROLOGIA, METEOROLOGIA Y ESTUDIOS AMBIENTALES- IDEAM",Inversión,22550000000,32.0,3202.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,"INSTITUTO DE HIDROLOGIA, METEOROLOGIA Y ESTUDIOS AMBIENTALES- IDEAM",Inversión,22550000000,32.0,3202.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE - GESTION GENERAL,Funcionamiento,80984002000,32.0,
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE - GESTION GENERAL,Inversión,105576000000,32.0,
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,PARQUES NACIONALES NATURALES DE COLOMBIA,Funcionamiento,25931100000,32.0,
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,PARQUES NACIONALES NATURALES DE COLOMBIA,Inversión,24500000000,32.0,
2013,CIENCIA Y TECNOLOGIA,"DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA, TECNOLOGIA E INNOVACION - GESTION GENERAL",Funcionamiento,17628000000,,
2013,CIENCIA Y TECNOLOGIA,"DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA, TECNOLOGIA E INNOVACION - GESTION GENERAL",Inversión,370314600000,,
2013,"COMERCIO, INDUSTRIA Y TURISMO",INSTITUTO NACIONAL DE METROLOGIA - INM,Funcionamiento,6950192000,35.0,3505.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",INSTITUTO NACIONAL DE METROLOGIA - INM,Funcionamiento,6950192000,35.0,3505.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",INSTITUTO NACIONAL DE METROLOGIA - INM,Inversión,8785000000,35.0,3505.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",INSTITUTO NACIONAL DE METROLOGIA - INM,Inversión,8785000000,35.0,3505.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",MINCOMERCIO INDUSTRIA TURISMO - ARTESANIAS DE COLOMBIA S.A.,Funcionamiento,6868494500,35.0,
2013,"COMERCIO, INDUSTRIA Y TURISMO",MINCOMERCIO INDUSTRIA TURISMO - ARTESANIAS DE COLOMBIA S.A.,Inversión,13798340000,35.0,
2013,"COMERCIO, INDUSTRIA Y TURISMO",MINCOMERCIO INDUSTRIA TURISMO - DIRECCION GENERAL DE COMERCIO EXTERIOR,Funcionamiento,14922845630,35.0,
2013,"COMERCIO, INDUSTRIA Y TURISMO",MINCOMERCIO INDUSTRIA TURISMO - DIRECCION GENERAL DE COMERCIO EXTERIOR,Inversión,1391579520,35.0,
2013,"COMERCIO, INDUSTRIA Y TURISMO",MINCOMERCIO INDUSTRIA TURISMO - GESTION GENERAL,Funcionamiento,363421721170,35.0,
2013,"COMERCIO, INDUSTRIA Y TURISMO",MINCOMERCIO INDUSTRIA TURISMO - GESTION GENERAL,Inversión,239954991966,35.0,
2013,"COMERCIO, INDUSTRIA Y TURISMO",SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,Funcionamiento,58842797000,35.0,3503.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,Funcionamiento,58842797000,35.0,3503.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,Inversión,35327000000,35.0,3503.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,Inversión,35327000000,35.0,3503.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",SUPERINTENDENCIA DE SOCIEDADES,Funcionamiento,102546142000,35.0,3502.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",SUPERINTENDENCIA DE SOCIEDADES,Funcionamiento,102546142000,35.0,3502.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",SUPERINTENDENCIA DE SOCIEDADES,Inversión,11560000000,35.0,3502.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",SUPERINTENDENCIA DE SOCIEDADES,Inversión,11560000000,35.0,3502.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL CONTADORES,Funcionamiento,5612334534,35.0,3504.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL CONTADORES,Funcionamiento,5612334534,35.0,3504.0
2013,COMUNICACIONES,AGENCIA NACIONAL DEL ESPECTRO - ANE,Funcionamiento,9664000000,,2309.0
2013,COMUNICACIONES,AGENCIA NACIONAL DEL ESPECTRO - ANE,Funcionamiento,9664000000,,2309.0
2013,COMUNICACIONES,AGENCIA NACIONAL DEL ESPECTRO - ANE,Inversión,18500000000,,2309.0
2013,COMUNICACIONES,AGENCIA NACIONAL DEL ESPECTRO - ANE,Inversión,18500000000,,2309.0
2013,COMUNICACIONES,AUTORIDAD NACIONAL DE TELEVISION ANTV,Funcionamiento,80000000000,,
2013,COMUNICACIONES,COMISION NACIONAL DE TELEVISION,Funcionamiento,0,,
2013,COMUNICACIONES,FONDO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,Funcionamiento,346709700000,,
2013,COMUNICACIONES,FONDO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,Inversión,1063315800000,,
2013,COMUNICACIONES,MINISTERIO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES - GESTION GENERAL,Funcionamiento,56272000000,,
2013,COMUNICACIONES,MINISTERIO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES - UNIDAD ADMINISTRATIVA ESPECIAL COMISION DE REGULACION DE COMUNICACIONES,Funcionamiento,8262400000,,
2013,COMUNICACIONES,MINISTERIO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES - UNIDAD ADMINISTRATIVA ESPECIAL COMISION DE REGULACION DE COMUNICACIONES,Inversión,8550000000,,
2013,CONGRESO DE LA REPUBLICA,CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL,Funcionamiento,221473000000,1.0,
2013,CONGRESO DE LA REPUBLICA,CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL,Funcionamiento,221473000000,1.0,
2013,CONGRESO DE LA REPUBLICA,CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL,Inversión,5211000000,1.0,
2013,CONGRESO DE LA REPUBLICA,CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL,Inversión,5211000000,1.0,
2013,CONGRESO DE LA REPUBLICA,CONGRESO DE LA REPUBLICA - SENADO DE LA REPUBLICA - GESTION GENERAL,Funcionamiento,158962000000,1.0,
2013,CONGRESO DE LA REPUBLICA,CONGRESO DE LA REPUBLICA - SENADO DE LA REPUBLICA - GESTION GENERAL,Funcionamiento,158962000000,1.0,
2013,CONGRESO DE LA REPUBLICA,CONGRESO DE LA REPUBLICA - SENADO DE LA REPUBLICA - GESTION GENERAL,Inversión,24131317260,1.0,
2013,CONGRESO DE LA REPUBLICA,CONGRESO DE LA REPUBLICA - SENADO DE LA REPUBLICA - GESTION GENERAL,Inversión,24131317260,1.0,
2013,CULTURA,ARCHIVO GENERAL DE LA NACION,Funcionamiento,9336749945,33.0,3304.0
2013,CULTURA,ARCHIVO GENERAL DE LA NACION,Funcionamiento,9336749945,33.0,3304.0
2013,CULTURA,ARCHIVO GENERAL DE LA NACION,Inversión,9580000000,33.0,3304.0
2013,CULTURA,ARCHIVO GENERAL DE LA NACION,Inversión,9580000000,33.0,3304.0
2013,CULTURA,INSTITUTO CARO Y CUERVO,Funcionamiento,5708710055,33.0,3307.0
2013,CULTURA,INSTITUTO CARO Y CUERVO,Funcionamiento,5708710055,33.0,3307.0
2013,CULTURA,INSTITUTO CARO Y CUERVO,Inversión,4373000000,33.0,3307.0
2013,CULTURA,INSTITUTO CARO Y CUERVO,Inversión,4373000000,33.0,3307.0
2013,CULTURA,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA,Funcionamiento,4755541445,33.0,3305.0
2013,CULTURA,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA,Funcionamiento,4755541445,33.0,3305.0
2013,CULTURA,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA,Inversión,5671000160,33.0,3305.0
2013,CULTURA,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA,Inversión,5671000160,33.0,3305.0
2013,CULTURA,MINISTERIO DE CULTURA - GESTION GENERAL,Funcionamiento,202846560988,33.0,
2013,CULTURA,MINISTERIO DE CULTURA - GESTION GENERAL,Inversión,145548000000,33.0,
2013,DEFENSA Y POLICIA,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Funcionamiento,1023577357669,15.0,1520.0
2013,DEFENSA Y POLICIA,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Funcionamiento,1023577357669,15.0,1520.0
2013,DEFENSA Y POLICIA,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Inversión,7800000000,15.0,1520.0
2013,DEFENSA Y POLICIA,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,Inversión,7800000000,15.0,1520.0
2013,DEFENSA Y POLICIA,CAJA DE RETIRO DE LAS FUERZAS MILITARES,Funcionamiento,1755362257450,15.0,1503.0
2013,DEFENSA Y POLICIA,CAJA DE RETIRO DE LAS FUERZAS MILITARES,Funcionamiento,1755362257450,15.0,1503.0
2013,DEFENSA Y POLICIA,CAJA DE RETIRO DE LAS FUERZAS MILITARES,Inversión,9040000000,15.0,1503.0
2013,DEFENSA Y POLICIA,CAJA DE RETIRO DE LAS FUERZAS MILITARES,Inversión,9040000000,15.0,1503.0
2013,DEFENSA Y POLICIA,CAJA DE SUELDOS DE RETIRO DE LA POLICIA NACIONAL,Funcionamiento,2161155900000,15.0,1511.0
2013,DEFENSA Y POLICIA,CAJA DE SUELDOS DE RETIRO DE LA POLICIA NACIONAL,Funcionamiento,2161155900000,15.0,1511.0
2013,DEFENSA Y POLICIA,CAJA DE SUELDOS DE RETIRO DE LA POLICIA NACIONAL,Inversión,1950000000,15.0,1511.0
2013,DEFENSA Y POLICIA,CAJA DE SUELDOS DE RETIRO DE LA POLICIA NACIONAL,Inversión,1950000000,15.0,1511.0
2013,DEFENSA Y POLICIA,CLUB MILITAR DE OFICIALES,Funcionamiento,35046653072,15.0,1510.0
2013,DEFENSA Y POLICIA,CLUB MILITAR DE OFICIALES,Funcionamiento,35046653072,15.0,1510.0
2013,DEFENSA Y POLICIA,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEON VALENCIA",Funcionamiento,22393573000,15.0,1508.0
2013,DEFENSA Y POLICIA,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEON VALENCIA",Funcionamiento,22393573000,15.0,1508.0
2013,DEFENSA Y POLICIA,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEON VALENCIA",Inversión,1707000000,15.0,1508.0
2013,DEFENSA Y POLICIA,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEON VALENCIA",Inversión,1707000000,15.0,1508.0
2013,DEFENSA Y POLICIA,FONPOLICIA - GESTION GENERAL,Funcionamiento,313287000000,15.0,
2013,DEFENSA Y POLICIA,FONPOLICIA - GESTION GENERAL,Inversión,8000000000,15.0,
2013,DEFENSA Y POLICIA,HOSPITAL MILITAR,Funcionamiento,205925008000,15.0,1519.0
2013,DEFENSA Y POLICIA,HOSPITAL MILITAR,Funcionamiento,205925008000,15.0,1519.0
2013,DEFENSA Y POLICIA,HOSPITAL MILITAR,Inversión,9197000000,15.0,1519.0
2013,DEFENSA Y POLICIA,HOSPITAL MILITAR,Inversión,9197000000,15.0,1519.0
2013,DEFENSA Y POLICIA,INSTITUTO CASAS FISCALES DEL EJERCITO,Funcionamiento,20903385000,15.0,1507.0
2013,DEFENSA Y POLICIA,INSTITUTO CASAS FISCALES DEL EJERCITO,Funcionamiento,20903385000,15.0,1507.0
2013,DEFENSA Y POLICIA,INSTITUTO CASAS FISCALES DEL EJERCITO,Inversión,35716000000,15.0,1507.0
2013,DEFENSA Y POLICIA,INSTITUTO CASAS FISCALES DEL EJERCITO,Inversión,35716000000,15.0,1507.0
2013,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - ARMADA,Funcionamiento,1139159000000,15.0,
2013,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - ARMADA,Inversión,646036000000,15.0,
2013,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,Funcionamiento,42762000000,15.0,
2013,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,Inversión,65072000000,15.0,
2013,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - DIRECCION GENERAL MARITIMA - DIMAR,Funcionamiento,45766534968,15.0,
2013,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - DIRECCION GENERAL MARITIMA - DIMAR,Inversión,48697000000,15.0,
2013,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - EJERCITO,Funcionamiento,5881186000000,15.0,
2013,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - EJERCITO,Inversión,870128000000,15.0,
2013,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA,Funcionamiento,1078482000000,15.0,
