year,col0,col1,cop
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL TOLIMA (CORTOLIMA),3013000000.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCO - CODECHOCO,2124200000.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,"CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA - CORALINA",2879900000.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL AREA DE MANEJO ESPECIAL LA MACARENA - CORMACARENA,2346440000.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA,1982200000.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL URABA - CORPOURABA,3618525000.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,FONAM - GESTION GENERAL,56995290000.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,"INSTITUTO DE HIDROLOGIA, METEOROLOGIA Y ESTUDIOS AMBIENTALES- IDEAM",121628200000.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE - GESTION GENERAL,186560002000.0
2013,AMBIENTE Y DESARROLLO SOSTENIBLE,PARQUES NACIONALES NATURALES DE COLOMBIA,50431100000.0
2013,CIENCIA Y TECNOLOGIA,"DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA, TECNOLOGIA E INNOVACION - GESTION GENERAL",387942600000.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",INSTITUTO NACIONAL DE METROLOGIA - INM,31470384000.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",MINCOMERCIO INDUSTRIA TURISMO - ARTESANIAS DE COLOMBIA S.A.,20666834500.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",MINCOMERCIO INDUSTRIA TURISMO - DIRECCION GENERAL DE COMERCIO EXTERIOR,16314425150.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",MINCOMERCIO INDUSTRIA TURISMO - GESTION GENERAL,603376713136.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,188339594000.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",SUPERINTENDENCIA DE SOCIEDADES,228212284000.0
2013,"COMERCIO, INDUSTRIA Y TURISMO",UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL CONTADORES,11224669068.0
2013,COMUNICACIONES,AGENCIA NACIONAL DEL ESPECTRO - ANE,56328000000.0
2013,COMUNICACIONES,AUTORIDAD NACIONAL DE TELEVISION ANTV,80000000000.0
2013,COMUNICACIONES,COMISION NACIONAL DE TELEVISION,0.0
2013,COMUNICACIONES,FONDO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,1410025500000.0
2013,COMUNICACIONES,MINISTERIO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES - GESTION GENERAL,56272000000.0
2013,COMUNICACIONES,MINISTERIO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES - UNIDAD ADMINISTRATIVA ESPECIAL COMISION DE REGULACION DE COMUNICACIONES,16812400000.0
2013,CONGRESO DE LA REPUBLICA,CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL,453368000000.0
2013,CONGRESO DE LA REPUBLICA,CONGRESO DE LA REPUBLICA - SENADO DE LA REPUBLICA - GESTION GENERAL,366186634520.0
2013,CULTURA,ARCHIVO GENERAL DE LA NACION,37833499890.0
2013,CULTURA,INSTITUTO CARO Y CUERVO,20163420110.0
2013,CULTURA,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA,20853083210.0
2013,CULTURA,MINISTERIO DE CULTURA - GESTION GENERAL,348394560988.0
2013,DEFENSA Y POLICIA,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,2062754715338.0
2013,DEFENSA Y POLICIA,CAJA DE RETIRO DE LAS FUERZAS MILITARES,3528804514900.0
2013,DEFENSA Y POLICIA,CAJA DE SUELDOS DE RETIRO DE LA POLICIA NACIONAL,4326211800000.0
2013,DEFENSA Y POLICIA,CLUB MILITAR DE OFICIALES,70093306144.0
2013,DEFENSA Y POLICIA,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEON VALENCIA",48201146000.0
2013,DEFENSA Y POLICIA,FONPOLICIA - GESTION GENERAL,321287000000.0
2013,DEFENSA Y POLICIA,HOSPITAL MILITAR,430244016000.0
2013,DEFENSA Y POLICIA,INSTITUTO CASAS FISCALES DEL EJERCITO,113238770000.0
2013,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - ARMADA,1785195000000.0
2013,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,107834000000.0
2013,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - DIRECCION GENERAL MARITIMA - DIMAR,94463534968.0
2013,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - EJERCITO,6751314000000.0
2013,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA,1757657000000.0
2013,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL,1430404000000.0
2013,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - SALUD,735231000000.0
2013,DEFENSA Y POLICIA,POLICIA NACIONAL - GESTION GENERAL,6596651127000.0
2013,DEFENSA Y POLICIA,POLICIA NACIONAL - SALUD,691312600000.0
2013,DEFENSA Y POLICIA,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,21300200000.0
2013,DEPORTE Y RECREACION,"DEPARTAMENTO ADMINISTRATIVO DEL DEPORTE, LA RECREACION, LA ACTIVIDAD FISICA Y EL APROVECHAMIENTO DEL TIEMPO LIBRE – COLDEPORTES – GESTION GENERAL",264888914916.0
2013,EDUCACION,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN ANDRES Y PROVIDENCIA,6151035886.0
2013,EDUCACION,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN JUAN DEL CESAR,9928285438.0
2013,EDUCACION,INSTITUTO NACIONAL PARA CIEGOS (INCI),10439359076.0
2013,EDUCACION,INSTITUTO NACIONAL PARA SORDOS (INSOR),23634597738.0
2013,EDUCACION,INSTITUTO TECNICO CENTRAL,16780606219.0
2013,EDUCACION,INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ DE CALI,4157198202.0
2013,EDUCACION,INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL,20097735594.0
2013,EDUCACION,MINISTERIO EDUCACION NACIONAL - GESTION GENERAL,24866061728484.0
2013,EMPLEO PUBLICO,COMISION NACIONAL DEL SERVICIO CIVIL,120680042000.0
2013,EMPLEO PUBLICO,DEPARTAMENTO FUNCION PUBLICA - GESTION GENERAL,19405550000.0
2013,EMPLEO PUBLICO,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA (ESAP),275196544000.0
2013,FISCALIA,FISCALIA GENERAL DE LA NACION - GESTION GENERAL,4011845437806.0
2013,FISCALIA,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,660541240984.0
2013,HACIENDA,COLJUEGOS,0.0
2013,HACIENDA,FONDO ADAPTACION,8082572000000.0
2013,HACIENDA,MINISTERIO DE HACIENDA Y CREDITO PUBLICO - GESTION GENERAL,23896211574254.0
2013,HACIENDA,SUPERINTENDENCIA DE LA ECONOMIA SOLIDARIA,48178561624.0
2013,HACIENDA,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,722685436000.0
2013,HACIENDA,UGPPP - GESTION GENERAL,346926000000.0
2013,HACIENDA,"UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA DEL INSPECTOR GENERAL DE TRIBUTOS, RENTAS Y CONTRIBUCIONES PARAFISCALES - ITRC",28468900000.0
2013,HACIENDA,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURIA GENERAL DE LA NACION,67575410424.0
2013,HACIENDA,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES,5188412583184.0
2013,HACIENDA,UNIDAD DE INFORMACION Y ANALISIS FINANCIERO,26704450884.0
2013,INCLUSION SOCIAL Y RECONCILIACION,AGENCIA NACIONAL PARA LA SUPERACION DE LA POBREZA EXTREMA,237912000000.0
2013,INCLUSION SOCIAL Y RECONCILIACION,CENTRO DE MEMORIA HISTORICA,87043416000.0
2013,INCLUSION SOCIAL Y RECONCILIACION,DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL - GESTION GENERAL,2221913753641.0
2013,INCLUSION SOCIAL Y RECONCILIACION,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),9041547315414.0
2013,INCLUSION SOCIAL Y RECONCILIACION,UNIDAD ADMINISTRATIVA ESPECIAL PARA LA CONSOLIDACION TERRITORIAL,183499000000.0
2013,INCLUSION SOCIAL Y RECONCILIACION,UNIDAD DE ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS,2968386000000.0
2013,INFORMACION ESTADISTICA,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL,285486848123.0
2013,INFORMACION ESTADISTICA,FONDO ROTATORIO DEL DANE,22746800000.0
2013,INFORMACION ESTADISTICA,INSTITUTO GEOGRAFICO AGUSTIN CODAZZI - IGAC,451273692850.0
2013,INTELIGENCIA,DAS - GESTION GENERAL,59142862180.0
2013,INTELIGENCIA,DEPARTAMENTO ADMINISTRATIVO DIRECCION NACIONAL DE INTELIGENCIA - GESTION GENERAL,109973000000.0
2013,INTELIGENCIA,FONDO ROTATORIO DEL DEPARTAMENTO ADMINISTRATIVO DE SEGURIDAD,29527636820.0
2013,INTERIOR,CORPORACION NACIONAL PARA LA RECONSTRUCCION DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDANAS NASA KI WE,76630893352.0
2013,INTERIOR,DIRECCION NACIONAL DEL DERECHO DE AUTOR,14395375316.0
2013,INTERIOR,FONDO PARA LA PARTICIPACION Y EL FORTALECIMIENTO DE LA DEMOCRACIA,3267045810.0
2013,INTERIOR,MINISTERIO DEL INTERIOR - GESTION GENERAL,685285146068.0
2013,INTERIOR,UNIDAD NACIONAL DE PROTECCION - UNP,981958525956.0
2013,JUSTICIA Y DEL DERECHO,DIRECCION NACIONAL DE ESTUPEFACIENTES EN LIQUIDACION,291300057800.0
2013,JUSTICIA Y DEL DERECHO,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,1782529342238.0
2013,JUSTICIA Y DEL DERECHO,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTION GENERAL,114116063174.0
2013,JUSTICIA Y DEL DERECHO,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,1454053435510.0
2013,JUSTICIA Y DEL DERECHO,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURIDICA DEL ESTADO,51823539364.0
2013,JUSTICIA Y DEL DERECHO,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - SPC,438126002042.0
2013,MINAS Y ENERGIA,AGENCIA NACIONAL DE HIDROCARBUROS - ANH,2259315452000.0
2013,MINAS Y ENERGIA,AGENCIA NACIONAL DE MINERIA - ANM,317432800000.0
2013,MINAS Y ENERGIA,INSTITUTO DE PLANIFICACION Y PROMOCION DE SOLUCIONES  ENERGETICAS PARA LAS ZONAS NO INTERCONECTADAS -IPSE-,118137600000.0
2013,MINAS Y ENERGIA,MINISTERIO DE MINAS Y ENERGIA - COMISION DE REGULACION DE ENERGIA Y GAS - CREG -,36974800000.0
2013,MINAS Y ENERGIA,MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL,4851142900000.0
2013,MINAS Y ENERGIA,SERVICIO GEOLOGICO COLOMBIANO,681422800000.0
2013,MINAS Y ENERGIA,UNIDAD DE PLANEACION MINERO ENERGETICA - UPME,166779444000.0
2013,ORGANISMOS DE CONTROL,AUDITORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,25115000000.0
2013,ORGANISMOS DE CONTROL,CONTRALORIA GRAL. REPUBLICA - GESTION GENERAL,426685000000.0
2013,ORGANISMOS DE CONTROL,DEFENSORIA DEL PUEBLO,625576000000.0
2013,ORGANISMOS DE CONTROL,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORIA GENERAL DE LA REPUBLICA,118128000000.0
2013,ORGANISMOS DE CONTROL,MINISTERIO PUBLICO - INSTITUTO DE ESTUDIOS DEL MINISTERIO PUBLICO,4792000000.0
2013,ORGANISMOS DE CONTROL,PROCURADURIA GENERAL DE LA NACION - GESTION GENERAL,455567000000.0
2013,PLANEACION,DEPARTAMENTO DE PLANEACION - GESTION GENERAL,985264697180.0
2013,PLANEACION,FONDO NACIONAL DE REGALIAS,863214000000.0
2013,PLANEACION,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,275862248000.0
2013,PLANEACION,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACION PUBLICA - COLOMBIA COMPRA EFICIENTE.,48662000000.0
2013,PRESIDENCIA DE LA REPUBLICA,AGENCIA COLOMBIANA PARA LA REINTEGRACION DE PERSONAS Y GRUPOS ALZADOS EN ARMAS,332272000000.0
2013,PRESIDENCIA DE LA REPUBLICA,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA",400492000000.0
2013,PRESIDENCIA DE LA REPUBLICA,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,437335434504.0
2013,PRESIDENCIA DE LA REPUBLICA,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES,131367250712.0
2013,RAMA JUDICIAL,RAMA JUDICIAL - CONSEJO DE ESTADO,104923264362.0
2013,RAMA JUDICIAL,RAMA JUDICIAL - CONSEJO SUPERIOR DE LA JUDICATURA,703824333818.0
2013,RAMA JUDICIAL,RAMA JUDICIAL - CORTE CONSTITUCIONAL,41537843304.0
2013,RAMA JUDICIAL,RAMA JUDICIAL - CORTE SUPREMA DE JUSTICIA,104574666650.0
2013,RAMA JUDICIAL,RAMA JUDICIAL - TRIBUNALES Y JUZGADOS,4079232171952.0
2013,REGISTRADURIA,FONDO ROTATORIO DE LA REGISTRADURIA,92674000000.0
2013,REGISTRADURIA,FONDO SOCIAL DE VIVIENDA DE LA REGISTRADURIA NACIONAL DEL ESTADO CIVIL,19026000000.0
2013,REGISTRADURIA,REGISTRADURIA NACIONAL DEL ESTADO CIVIL - CONSEJO NACIONAL ELECTORAL,5164000000.0
2013,REGISTRADURIA,REGISTRADURIA NACIONAL DEL ESTADO CIVIL - GESTION GENERAL,387091944685.0
2013,RELACIONES EXTERIORES,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,1122780000000.0
2013,RELACIONES EXTERIORES,MINIRELACIONES EXTERIORES - GESTION GENERAL,458474000000.0
2013,RELACIONES EXTERIORES,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACION COLOMBIA,334252000000.0
2013,SALUD Y PROTECCION SOCIAL,DIRECCION DE ADMINISTRACION DE FONDOS DE LA PROTECCION SOCIAL,9474085805167.0
2013,SALUD Y PROTECCION SOCIAL,FONDO DE PREVISION SOCIAL DEL CONGRESO - CESANTIAS Y VIVIENDA,18839237000.0
2013,SALUD Y PROTECCION SOCIAL,FONDO DE PREVISION SOCIAL DEL CONGRESO - PENSIONES,300340264000.0
2013,SALUD Y PROTECCION SOCIAL,FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA - SALUD ,139716992456.0
2013,SALUD Y PROTECCION SOCIAL,FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA -PENSIONES,276781060000.0
2013,SALUD Y PROTECCION SOCIAL,INSTITUTO NACIONAL DE SALUD (INS),128785865568.0
2013,SALUD Y PROTECCION SOCIAL,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,248775742666.0
2013,SALUD Y PROTECCION SOCIAL,MINISTERIO  DE SALUD Y PROTECCION SOCIAL - CENTRO DERMATOLOGICO FEDERICO LLERAS ACOSTA,3253101000.0
2013,SALUD Y PROTECCION SOCIAL,MINISTERIO  DE SALUD Y PROTECCION SOCIAL - INSTITUTO NACIONAL DE CANCEROLOGIA ,48600874936.0
2013,SALUD Y PROTECCION SOCIAL,MINISTERIO  DE SALUD Y PROTECCION SOCIAL - SANATORIO DE AGUA DE DIOS,28452921400.0
2013,SALUD Y PROTECCION SOCIAL,MINISTERIO  DE SALUD Y PROTECCION SOCIAL - SANATORIO DE CONTRATACION,10618100000.0
2013,SALUD Y PROTECCION SOCIAL,MINISTERIO  DE SALUD Y PROTECCION SOCIAL - UNIDAD ADMINISTRATIVA ESPECIAL FONDO NACIONAL DE ESTUPEFACIENTES,12846944000.0
2013,SALUD Y PROTECCION SOCIAL,MINISTERIO DE SALUD Y PROTECCION SOCIAL - GESTION GENERAL,948093232213.0
2013,SALUD Y PROTECCION SOCIAL,SUPERINTENDENCIA NACIONAL DE SALUD,208336655092.0
2013,SALUD Y PROTECCION SOCIAL,UNIDAD ADMINISTRATIVA ESPECIAL COMISION DE REGULACION EN SALUD- CRES,46626628026564.0
2013,TRABAJO,MINISTERIO DEL TRABAJO - CAJA DE PREVISION SOCIAL DE COMUNICACIONES (CAPRECOM),188161436000.0
2013,TRABAJO,MINISTERIO DEL TRABAJO - GESTION GENERAL,16051772276000.0
2013,TRABAJO,MINISTERIO DEL TRABAJO - INSTITUTO DE SEGUROS SOCIALES,17213608668000.0
2013,TRABAJO,MINISTERIO DEL TRABAJO - SUPERINTENDENCIA DE SUBSIDIO FAMILIAR,67739790000.0
2013,TRABAJO,SERVICIO NACIONAL DE APRENDIZAJE (SENA),9102322576000.0
2013,TRABAJO,UNIDAD ADMINISTRATIVA ESPECIAL DE ORGANIZACIONES SOLIDARIAS,40216780696.0
2013,TRANSPORTE,AGENCIA NACIONAL DE INFRAESTRUCTURA,12425164507476.0
2013,TRANSPORTE,INSTITUTO NACIONAL DE VIAS,12889525948332.0
2013,TRANSPORTE,MINISTERIO DE TRANSPORTE - GESTION GENERAL,422319400000.0
2013,TRANSPORTE,MINISTERIO DE TRANSPORTE - SUPERINTENDENCIA  DE PUERTOS Y TRANSPORTE,63833800000.0
2013,TRANSPORTE,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,2525885190248.0
2013,"VIVIENDA, CIUDAD Y TERRITORIO",COMISION DE REGULACION DE AGUA POTABLE Y SANEAMIENTO BASICO CRA,16089400000.0
2013,"VIVIENDA, CIUDAD Y TERRITORIO",FONDO NACIONAL DE VIVIENDA - FONVIVIENDA,2600792608620.0
2013,"VIVIENDA, CIUDAD Y TERRITORIO","MINISTERIO DE VIVIENDA, CIUDAD Y TERRITORIO - GESTION GENERAL",2033713135544.0
2014,AGROPECUARIO,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,38338000000.0
2014,AGROPECUARIO,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),481931652026.0
2014,AGROPECUARIO,INSTITUTO COLOMBIANO DE DESARROLLO RURAL - INCODER,238630002875.0
2014,AGROPECUARIO,MINAGRICULTURA - GESTION GENERAL,1076821596521.0
2014,AGROPECUARIO,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS,438281954000.0
2014,AGROPECUARIO,"UNIDAD DE PLANIFICACION DE TIERRAS RURALES, ADECUACION DE TIERRAS Y USOS AGROPECUARIOS UPRA",13622100000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES ANLA,27189447000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION  PARA EL DESARROLLO SOSTENIBLE DE LA MOJANA Y EL SAN JORGE - CORPOMOJANA,2901092000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION  PARA EL DESARROLLO SOSTENIBLE DEL NORTE Y ORIENTE DE LA AMAZONIA - CDA,3284631000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE BOYACA (CORPOBOYACA),5438542000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE CALDAS (CORPOCALDAS),5511926000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE CHIVOR (CORPOCHIVOR),4171442000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE LA FRONTERA NORORIENTAL (CORPONOR),5424792000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE LA GUAJIRA (CORPOGUAJIRA),2876255000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE LA ORINOQUIA (CORPORINOQUIA),3212994000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE LOS VALLES DEL SINU Y SAN JORGE (CVS),4849794000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE NARINO  (CORPONARINO),1895742000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE RISARALDA  (CARDER),1980472000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE SANTANDER (CAS),3092112000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE SUCRE (CARSUCRE),5577226000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL ALTO MAGDALENA (CAM),7189496000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL ATLANTICO (CRA),3167614000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL CANAL DEL DIQUE  (CARDIQUE),1777394000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL CAUCA  (CRC),4206182000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA (CORANTIOQUIA),3639250000.0
2014,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL CESAR (CORPOCESAR),4272362000.0
