year,cuenta,entidad,cop,entity_code,sector_code
2013,INVERSION,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA,5773000000.0,0501,05
2013,FUNCIONAMIENTO,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP) ,51383000000.0,0503,05
2013,INVERSION,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP) ,86215272000.0,0503,05
2013,FUNCIONAMIENTO,DEPARTAMENTO ADMINISTRATIVO DE SEGURIDAD (DAS) EN SUPRESIÓN,74142862180.0,0601,06
2013,FUNCIONAMIENTO,FONDO ROTATORIO DEL DEPARTAMENTO ADMINISTRATIVO DE SEGURIDAD,20991096000.0,0602,06
2013,INVERSION,FONDO ROTATORIO DEL DEPARTAMENTO ADMINISTRATIVO DE SEGURIDAD,8536540820.0,0602,06
2013,FUNCIONAMIENTO,MINISTERIO DE RELACIONES EXTERIORES,234237000000.0,1101,11
2013,FUNCIONAMIENTO,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,232440000000.0,1102,11
2013,INVERSION,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,48255000000.0,1102,11
2013,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,70433000000.0,1104,11
2013,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,13130000000.0,1104,11
2013,FUNCIONAMIENTO,MINISTERIO DE JUSTICIA Y DEL DERECHO,54680087196.0,1201,12
2013,INVERSION,MINISTERIO DE JUSTICIA Y DEL DERECHO,52369975978.0,1201,12
2013,FUNCIONAMIENTO,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,374715717755.0,1204,12
2013,INVERSION,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,355311000000.0,1204,12
2013,FUNCIONAMIENTO,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,886834038549.0,1208,12
2013,INVERSION,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,4430632570.0,1208,12
2013,FUNCIONAMIENTO,DIRECCIÓN NACIONAL DE ESTUPEFACIENTES EN LIQUIDACIÓN,231492057800.0,1209,12
2013,INVERSION,DIRECCIÓN NACIONAL DE ESTUPEFACIENTES EN LIQUIDACIÓN,59808000000.0,1209,12
2013,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,24839769682.0,1210,12
2013,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,1072000000.0,1210,12
2013,FUNCIONAMIENTO,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC,381636487014.0,1211,12
2013,INVERSION,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC,124900515028.0,1211,12
2013,FUNCIONAMIENTO,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,10196721395655.0,1301,13
2013,INVERSION,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,1281520325472.0,1301,13
2013,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN,9968562438.0,1308,13
2013,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN,8925290168.0,1308,13
2013,FUNCIONAMIENTO,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,8003640406.0,1309,13
2013,INVERSION,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,4041000000.0,1309,13
2013,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,1003604100000.0,1310,13
2013,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,393499045796.0,1310,13
2013,FUNCIONAMIENTO,UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO,6676112721.0,1312,13
2013,FUNCIONAMIENTO,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,165774000000.0,1313,13
2013,INVERSION,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,14897359000.0,1313,13
2013,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP),167013000000.0,1314,13
2013,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP),6450000000.0,1314,13
2013,FUNCIONAMIENTO,FONDO ADAPTACIÓN,20643000000.0,1315,13
2013,INVERSION,FONDO ADAPTACIÓN,1860000000000.0,1315,13
2013,DEUDA,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,45109198935564.0,1401,14
2013,FUNCIONAMIENTO,MINISTERIO DE DEFENSA NACIONAL,10273024534968.0,1501,15
2013,INVERSION,MINISTERIO DE DEFENSA NACIONAL,2372393000000.0,1501,15
2013,FUNCIONAMIENTO,CAJA DE RETIRO DE LAS FUERZAS MILITARES,1755362257450.0,1503,15
2013,INVERSION,CAJA DE RETIRO DE LAS FUERZAS MILITARES,9040000000.0,1503,15
2013,FUNCIONAMIENTO,INSTITUTO CASAS FISCALES DEL EJÉRCITO,20903385000.0,1507,15
2013,INVERSION,INSTITUTO CASAS FISCALES DEL EJÉRCITO,48316000000.0,1507,15
2013,FUNCIONAMIENTO,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEÓN VALENCIA",22393573000.0,1508,15
2013,INVERSION,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEÓN VALENCIA",1707000000.0,1508,15
2013,FUNCIONAMIENTO,CLUB MILITAR DE OFICIALES,36746653072.0,1510,15
2013,FUNCIONAMIENTO,CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL,2161155900000.0,1511,15
2013,INVERSION,CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL,1950000000.0,1511,15
2013,FUNCIONAMIENTO,FONDO ROTATORIO DE LA POLICÍA,313287000000.0,1512,15
2013,INVERSION,FONDO ROTATORIO DE LA POLICÍA,8000000000.0,1512,15
2013,FUNCIONAMIENTO,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,10150100000.0,1516,15
2013,INVERSION,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,500000000.0,1516,15
2013,FUNCIONAMIENTO,HOSPITAL MILITAR,205925008000.0,1519,15
2013,INVERSION,HOSPITAL MILITAR,9197000000.0,1519,15
2013,FUNCIONAMIENTO,AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES,952944357669.0,1520,15
2013,INVERSION,AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES,25800000000.0,1520,15
2013,FUNCIONAMIENTO,POLICÍA NACIONAL,6908123036777.0,1601,16
2013,INVERSION,POLICÍA NACIONAL,432087000000.0,1601,16
2013,FUNCIONAMIENTO,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,180864126000.0,1701,17
2013,INVERSION,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,1408671305470.0,1701,17
2013,FUNCIONAMIENTO,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),93744772000.0,1702,17
2013,DEUDA,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),238960000.0,1702,17
2013,INVERSION,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),169449000000.0,1702,17
2013,FUNCIONAMIENTO,INSTITUTO COLOMBIANO DE DESARROLLO RURAL - INCODER EN LIQUIDACIÓN,50969057000.0,1713,17
2013,DEUDA,INSTITUTO COLOMBIANO DE DESARROLLO RURAL - INCODER EN LIQUIDACIÓN,51000000.0,1713,17
2013,INVERSION,INSTITUTO COLOMBIANO DE DESARROLLO RURAL - INCODER EN LIQUIDACIÓN,446764000000.0,1713,17
2013,FUNCIONAMIENTO,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,10066545000.0,1715,17
2013,INVERSION,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,9869707320.0,1715,17
2013,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN DE RESTITUCIÓN DE TIERRAS DESPOJADAS,48835000000.0,1716,17
2013,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN DE RESTITUCIÓN DE TIERRAS DESPOJADAS,202918632770.0,1716,17
2013,FUNCIONAMIENTO,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,6976310393341.0,1901,19
2013,INVERSION,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,3508640585375.0,1901,19
2013,FUNCIONAMIENTO,INSTITUTO NACIONAL DE SALUD (INS),29997173076.0,1903,19
2013,INVERSION,INSTITUTO NACIONAL DE SALUD (INS),37395759708.0,1903,19
2013,FUNCIONAMIENTO,SUPERINTENDENCIA NACIONAL DE SALUD,72544600000.0,1910,19
2013,INVERSION,SUPERINTENDENCIA NACIONAL DE SALUD,31623727546.0,1910,19
2013,FUNCIONAMIENTO,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,97653500000.0,1912,19
2013,INVERSION,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,59990871333.0,1912,19
2013,FUNCIONAMIENTO,FONDO DE PREVISIÓN SOCIAL DEL CONGRESO ,318542901000.0,1913,19
2013,INVERSION,FONDO DE PREVISIÓN SOCIAL DEL CONGRESO ,636600000.0,1913,19
2013,FUNCIONAMIENTO,FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA ,416498052456.0,1914,19
2013,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL COMISIÓN DE REGULACIÓN EN SALUD - CRES,10484091000.0,1915,19
2013,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL COMISIÓN DE REGULACIÓN EN SALUD - CRES,6945000000.0,1915,19
2013,FUNCIONAMIENTO,MINISTERIO DE MINAS Y ENERGÍA,59648400000.0,2101,21
2013,INVERSION,MINISTERIO DE MINAS Y ENERGÍA,2596610450000.0,2101,21
2013,FUNCIONAMIENTO,SERVICIO GEOLÓGICO COLOMBIANO,36702300000.0,2103,21
2013,INVERSION,SERVICIO GEOLÓGICO COLOMBIANO,133653400000.0,2103,21
2013,FUNCIONAMIENTO,UNIDAD DE PLANEACIÓN MINERO ENERGÉTICA - UPME,10952601000.0,2109,21
2013,INVERSION,UNIDAD DE PLANEACIÓN MINERO ENERGÉTICA - UPME,30742260000.0,2109,21
2013,FUNCIONAMIENTO,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS - IPSE,22400200000.0,2110,21
2013,INVERSION,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS - IPSE,36668600000.0,2110,21
2013,FUNCIONAMIENTO,AGENCIA NACIONAL DE HIDROCARBUROS - ANH,251008863000.0,2111,21
2013,INVERSION,AGENCIA NACIONAL DE HIDROCARBUROS - ANH,313820000000.0,2111,21
2013,FUNCIONAMIENTO,AGENCIA NACIONAL DE MINERÍA - ANM,62949500000.0,2112,21
2013,INVERSION,AGENCIA NACIONAL DE MINERÍA - ANM,16408700000.0,2112,21
2013,FUNCIONAMIENTO,MINISTERIO DE EDUCACIÓN NACIONAL,23403735052458.0,2201,22
2013,INVERSION,MINISTERIO DE EDUCACIÓN NACIONAL,1496076676026.0,2201,22
2013,FUNCIONAMIENTO,INSTITUTO NACIONAL PARA SORDOS (INSOR),3557826459.0,2209,22
2013,INVERSION,INSTITUTO NACIONAL PARA SORDOS (INSOR),8259472410.0,2209,22
2013,FUNCIONAMIENTO,INSTITUTO NACIONAL PARA CIEGOS (INCI),3676117399.0,2210,22
2013,INVERSION,INSTITUTO NACIONAL PARA CIEGOS (INCI),1543562139.0,2210,22
2013,FUNCIONAMIENTO,ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL,12710813248.0,2234,22
2013,INVERSION,ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL,4069792971.0,2234,22
2013,FUNCIONAMIENTO,INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL DE SAN ANDRÉS Y PROVIDENCIA,2588567943.0,2238,22
2013,INVERSION,INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL DE SAN ANDRÉS Y PROVIDENCIA,786950000.0,2238,22
2013,FUNCIONAMIENTO,INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL DE SAN JUAN DEL CESAR,3265827018.0,2239,22
2013,INVERSION,INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL DE SAN JUAN DEL CESAR,1698315701.0,2239,22
2013,FUNCIONAMIENTO,INSTITUTO TOLIMENSE DE FORMACIÓN TÉCNICA PROFESIONAL,9748127797.0,2241,22
2013,INVERSION,INSTITUTO TOLIMENSE DE FORMACIÓN TÉCNICA PROFESIONAL,600740000.0,2241,22
2013,FUNCIONAMIENTO,"INSTITUTO TÉCNICO NACIONAL DE COMERCIO ""SIMÓN RODRÍGUEZ"" DE CALI",4157198202.0,2242,22
2013,INVERSION,"INSTITUTO TÉCNICO NACIONAL DE COMERCIO ""SIMÓN RODRÍGUEZ"" DE CALI",287116568.0,2242,22
2013,FUNCIONAMIENTO,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,64534400000.0,2301,23
2013,INVERSION,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,8550000000.0,2301,23
2013,FUNCIONAMIENTO,FONDO ÚNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,346709700000.0,2306,23
2013,INVERSION,FONDO ÚNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,993315800000.0,2306,23
2013,FUNCIONAMIENTO,AGENCIA NACIONAL DEL ESPECTRO - ANE,9664000000.0,2309,23
2013,INVERSION,AGENCIA NACIONAL DEL ESPECTRO - ANE,18500000000.0,2309,23
2013,FUNCIONAMIENTO,MINISTERIO DE TRANSPORTE,101182300000.0,2401,24
2013,INVERSION,MINISTERIO DE TRANSPORTE,141894300000.0,2401,24
2013,FUNCIONAMIENTO,INSTITUTO NACIONAL DE VÍAS,118498600000.0,2402,24
2013,DEUDA,INSTITUTO NACIONAL DE VÍAS,59180100000.0,2402,24
2013,INVERSION,INSTITUTO NACIONAL DE VÍAS,3764202787083.0,2402,24
2013,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONÁUTICA CIVIL,251504300000.0,2412,24
2013,DEUDA,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONÁUTICA CIVIL,1212600000.0,2412,24
2013,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONÁUTICA CIVIL,454754397562.0,2412,24
2013,FUNCIONAMIENTO,AGENCIA NACIONAL DE INFRAESTRUCTURA,79156720000.0,2413,24
2013,DEUDA,AGENCIA NACIONAL DE INFRAESTRUCTURA,296770295000.0,2413,24
2013,INVERSION,AGENCIA NACIONAL DE INFRAESTRUCTURA,2818364111869.0,2413,24
2013,FUNCIONAMIENTO,PROCURADURÍA GENERAL DE LA NACIÓN,426007000000.0,2501,25
2013,INVERSION,PROCURADURÍA GENERAL DE LA NACIÓN,34352000000.0,2501,25
2013,FUNCIONAMIENTO,DEFENSORÍA DEL PUEBLO,302406000000.0,2502,25
2013,INVERSION,DEFENSORÍA DEL PUEBLO,15382000000.0,2502,25
2013,FUNCIONAMIENTO,CONTRALORÍA GENERAL DE LA REPÚBLICA,386614000000.0,2601,26
2013,INVERSION,CONTRALORÍA GENERAL DE LA REPÚBLICA,70071000000.0,2601,26
2013,FUNCIONAMIENTO,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,52864000000.0,2602,26
2013,INVERSION,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORÍA GENERAL DE LA REPÚBLICA,6200000000.0,2602,26
2013,FUNCIONAMIENTO,RAMA JUDICIAL,2342136081106.0,2701,27
2013,INVERSION,RAMA JUDICIAL,331910058937.0,2701,27
2013,FUNCIONAMIENTO,REGISTRADURÍA NACIONAL DEL ESTADO CIVIL,345766000000.0,2801,28
2013,INVERSION,REGISTRADURÍA NACIONAL DEL ESTADO CIVIL,46489944685.0,2801,28
2013,FUNCIONAMIENTO,FONDO ROTATORIO DE LA REGISTRADURÍA,16878000000.0,2802,28
2013,INVERSION,FONDO ROTATORIO DE LA REGISTRADURÍA,29459000000.0,2802,28
2013,FUNCIONAMIENTO,FONDO SOCIAL DE VIVIENDA DE LA REGISTRADURÍA NACIONAL DEL ESTADO CIVIL,9513000000.0,2803,28
2013,FUNCIONAMIENTO,FISCALÍA GENERAL DE LA NACIÓN,1905322069125.0,2901,29
2013,INVERSION,FISCALÍA GENERAL DE LA NACIÓN,143935072868.0,2901,29
2013,FUNCIONAMIENTO,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,136805310246.0,2902,29
2013,INVERSION,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,36330000000.0,2902,29
2013,FUNCIONAMIENTO,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,133450392000.0,3201,32
2013,INVERSION,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,140576000000.0,3201,32
2013,FUNCIONAMIENTO,"INSTITUTO DE HIDROLOGÍA, METEOROLOGÍA Y ESTUDIOS AMBIENTALES - IDEAM",38264100000.0,3202,32
2013,INVERSION,"INSTITUTO DE HIDROLOGÍA, METEOROLOGÍA Y ESTUDIOS AMBIENTALES - IDEAM",22550000000.0,3202,32
2013,FUNCIONAMIENTO,FONDO NACIONAL AMBIENTAL,19735290000.0,3204,32
2013,INVERSION,FONDO NACIONAL AMBIENTAL,35760000000.0,3204,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE LOS VALLES DEL SINÚ Y SAN JORGE (CVS),2351270000.0,3208,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL QUINDÍO (CRQ),3930300000.0,3209,32
2013,FUNCIONAMIENTO,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL URABÁ (CORPOURABÁ),2618525000.0,3210,32
2013,INVERSION,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL URABÁ (CORPOURABÁ),1000000000.0,3210,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE CALDAS (CORPOCALDAS),2662415000.0,3211,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCO (CODECHOCO),1467200000.0,3212,32
2013,INVERSION,CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCO (CODECHOCO),657000000.0,3212,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL TOLIMA (CORTOLIMA),1506500000.0,3214,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE RISARALDA (CARDER),1914693000.0,3215,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE NARIÑO (CORPONARIÑO),1831900000.0,3216,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE LA FRONTERA NORORIENTAL (CORPONOR),2620340000.0,3217,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE LA GUAJIRA (CORPOGUAJIRA),2782340000.0,3218,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL CESAR (CORPOCESAR),2064166000.0,3219,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL CAUCA (CRC),5063400000.0,3221,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL MAGDALENA (CORPAMAG),3463235000.0,3222,32
2013,INVERSION,CORPORACIÓN AUTÓNOMA REGIONAL DEL MAGDALENA (CORPAMAG),17000000000.0,3222,32
2013,FUNCIONAMIENTO,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA (CORPOAMAZONIA),1732200000.0,3223,32
2013,INVERSION,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA (CORPOAMAZONIA),250000000.0,3223,32
2013,FUNCIONAMIENTO,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL NORTE Y ORIENTE DE LA AMAZONIA (CDA),1710100000.0,3224,32
2013,INVERSION,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL NORTE Y ORIENTE DE LA AMAZONIA (CDA),450000000.0,3224,32
2013,FUNCIONAMIENTO,"CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA (CORALINA)",1679900000.0,3226,32
2013,INVERSION,"CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA (CORALINA)",1200000000.0,3226,32
2013,FUNCIONAMIENTO,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL ÁREA DE MANEJO ESPECIAL LA MACARENA (CORMACARENA),1846440000.0,3227,32
2013,INVERSION,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL ÁREA DE MANEJO ESPECIAL LA MACARENA (CORMACARENA),500000000.0,3227,32
2013,FUNCIONAMIENTO,CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DE LA MOJANA Y EL SAN JORGE (CORPOMOJANA),1612001000.0,3228,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUIA (CORPORINOQUIA),1552840000.0,3229,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE SUCRE (CARSUCRE),1730998000.0,3230,32
2013,INVERSION,CORPORACIÓN AUTÓNOMA REGIONAL DE SUCRE (CARSUCRE),500000000.0,3230,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL ALTO MAGDALENA (CAM),1637500000.0,3231,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA (CORANTIOQUIA),1757900000.0,3232,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL ATLÁNTICO (CRA),1530064000.0,3233,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER (CAS),1494600000.0,3234,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE BOYACÁ (CORPOBOYACÁ),1661700000.0,3235,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE CHIVOR (CORPOCHIVOR),1648349000.0,3236,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL GUAVIO (CORPOGUAVIO),665525000.0,3237,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL CANAL DEL DIQUE (CARDIQUE),1717587000.0,3238,32
2013,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL SUR DE BOLIVAR (CSB),1875299000.0,3239,32
2013,FUNCIONAMIENTO,MINISTERIO DE CULTURA,192846560988.0,3301,33
2013,INVERSION,MINISTERIO DE CULTURA,163548000000.0,3301,33
2013,FUNCIONAMIENTO,ARCHIVO GENERAL DE LA NACIÓN,9336749945.0,3304,33
